gene_id	transcript_id	gene_name	gene_type	Promoter	UTR5	CDS	UTR3	Stop Codon	Intron	Transcript	peakDetail	Sample
ENSMUSG00000047003.14	ENSMUST00000161752.1	Zfp41	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000020329.12	ENSMUST00000161765.7	Polrmt	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000039630.10	ENSMUST00000161769.7	Hnrnpu	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000027834.15	ENSMUST00000161776.7	Serpini1	protein_coding	0	1	0	0	0	0	1	chr3:75557547-75592854|Locus_5393	group1
ENSMUSG00000061436.15	ENSMUST00000161779.7	Hipk2	protein_coding	0	0	3	1	1	0	4	chr6:38818736-38818960|Locus_3229,chr6:38818611-38818710|Locus_3230,chr6:38818361-38818410|Locus_3231,chr6:38698040-38698089|Locus_3232	group1
ENSMUSG00000047003.14	ENSMUST00000161785.7	Zfp41	protein_coding	0	0	1	5	1	0	6	chr15:75618269-75618518|Locus_7389,chr15:75618869-75619243|Locus_7390,chr15:75619269-75619318|Locus_7391,chr15:75623583-75624082|Locus_7392,chr15:75624158-75624682|Locus_7393,chr15:75625033-75625332|Locus_7394	group1
ENSMUSG00000046152.16	ENSMUST00000161788.7	Fut10	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000029673.17	ENSMUST00000161804.7	Auts2	protein_coding	0	0	3	1	2	0	4	chr5:131440108-131440182|Locus_10643,chr5:131439833-131440057|Locus_10644,chr5:131439283-131439657|Locus_10645,chr5:131439183-131439257|Locus_10646	group1
ENSMUSG00000029634.15	ENSMUST00000161859.7	Rnf6	protein_coding	0	0	1	0	0	0	1	chr5:146211592-146217913|Locus_15875	group1
ENSMUSG00000022788.16	ENSMUST00000161861.7	Fgd4	protein_coding	0	0	3	0	1	0	3	chr16:16484026-16487142|Locus_6931,chr16:16477473-16482575|Locus_6932,chr16:16422467-16422816|Locus_6933	group1
ENSMUSG00000038550.10	ENSMUST00000161866.7	Ciart	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000090118.1	ENSMUST00000161868.1	Gm16163	processed_transcript	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000026514.14	ENSMUST00000161880.7	Cnih3	protein_coding	0	0	0	1	1	0	1	chr1:181459391-181460165|Locus_15620	group1
ENSMUSG00000055991.15	ENSMUST00000161881.1	Zkscan5	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000035184.15	ENSMUST00000161899.7	Fam124a	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000026584.14	ENSMUST00000161908.7	Scyl3	protein_coding	0	0	1	0	1	0	1	chr1:163952035-163953799|Locus_9062	group1
ENSMUSG00000063087.14	ENSMUST00000161921.7	Gm10125	processed_transcript	0	0	0	0	0	1	1	chr18:5567095-5567444|Locus_16863	group1
ENSMUSG00000027508.15	ENSMUST00000161949.7	Pag1	protein_coding	0	0	1	2	1	0	3	chr3:9693179-9699638|Locus_17234,chr3:9692054-9692803|Locus_17235,chr3:9690529-9690978|Locus_17236	group1
ENSMUSG00000049690.15	ENSMUST00000161954.7	Nckap5	protein_coding	0	0	2	0	2	0	2	chr1:125914795-125914844|Locus_5749,chr1:125914670-125914744|Locus_5750	group1
ENSMUSG00000026885.13	ENSMUST00000161970.7	Ttll11	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000033083.16	ENSMUST00000161991.7	Tbc1d4	protein_coding	0	1	1	0	1	0	2	chr14:101608516-101608565|Locus_5765,chr14:101444385-101447589|Locus_5766	group1
ENSMUSG00000032502.8	ENSMUST00000161995.1	Stac	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000052942.13	ENSMUST00000162022.7	Glis3	protein_coding	0	0	1	0	0	0	1	chr19:28530921-28531395|Locus_7166	group1
ENSMUSG00000058407.12	ENSMUST00000162031.7	Txndc9	protein_coding	0	0	2	2	0	0	4	chr1:37995548-37996515|Locus_17303,chr1:37994073-37994122|Locus_17304,chr1:37986889-37986938|Locus_17305,chr1:37986764-37986863|Locus_17306	group1
ENSMUSG00000034544.17	ENSMUST00000162036.7	Rsrc1	protein_coding	0	0	2	0	1	0	2	chr3:67206460-67349996|Locus_13522,chr3:67355603-67356371|Locus_13523	group1
ENSMUSG00000022335.16	ENSMUST00000162054.7	Zfat	protein_coding	0	0	1	0	0	0	1	chr15:68178899-68180121|Locus_11298	group1
ENSMUSG00000055692.18	ENSMUST00000162085.1	Tmem191c	protein_coding	0	0	0	1	1	0	1	chr16:17282962-17283136|Locus_6937	group1
ENSMUSG00000006463.13	ENSMUST00000162088.7	Zdhhc24	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000032503.18	ENSMUST00000162097.7	Arpp21	protein_coding	0	2	0	0	0	0	2	chr9:112234455-112235178|Locus_12824,chr9:112234445-112235650|Locus_15858	group1
ENSMUSG00000027833.16	ENSMUST00000162098.8	Shox2	protein_coding	0	0	1	1	1	0	2	chr3:66973102-66973651|Locus_5219,chr3:66972627-66973001|Locus_5220	group1
ENSMUSG00000111409.1	ENSMUST00000162126.7	Rnf26	protein_coding	0	0	2	0	0	0	2	chr9:44112656-44112805|Locus_5946,chr9:44112406-44112530|Locus_5947	group1
ENSMUSG00000022351.14	ENSMUST00000162142.1	Sqle	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000022635.9	ENSMUST00000162160.7	Zcrb1	protein_coding	0	0	1	0	1	0	1	chr15:93386172-93387586|Locus_13719	group1
ENSMUSG00000061244.13	ENSMUST00000162175.7	Exoc5	protein_coding	0	0	1	0	1	0	1	chr14:49013890-49015431|Locus_972	group1
ENSMUSG00000022949.9	ENSMUST00000162181.7	Clic6	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000035845.17	ENSMUST00000162183.7	Alg12	protein_coding	0	0	1	0	1	0	1	chr15:88805669-88805893|Locus_6905	group1
ENSMUSG00000056306.5	ENSMUST00000162201.1	Sertm1	protein_coding	0	0	1	2	1	0	3	chr3:54898818-54899792|Locus_10997,chr3:54897618-54897717|Locus_10998,chr3:54897068-54897567|Locus_10999	group1
ENSMUSG00000043467.19	ENSMUST00000162226.8	Zbtb37	protein_coding	0	0	2	0	1	0	2	chr1:161031845-161032669|Locus_9056,chr1:161019422-161020171|Locus_9057	group1
ENSMUSG00000042873.11	ENSMUST00000162280.1	Lhfpl4	protein_coding	0	0	1	2	1	0	3	chr6:113171365-113171939|Locus_10005,chr6:113170990-113171039|Locus_10006,chr6:113169440-113169764|Locus_10007	group1
ENSMUSG00000030098.15	ENSMUST00000162300.7	Grip2	protein_coding	0	0	0	2	1	0	2	chr6:91763084-91763258|Locus_9315,chr6:91761934-91762808|Locus_9316	group1
ENSMUSG00000025812.17	ENSMUST00000162309.7	Pard3	protein_coding	0	0	2	0	1	0	2	chr8:127426648-127432838|Locus_17101,chr8:127610538-127611262|Locus_17102	group1
ENSMUSG00000090207.2	ENSMUST00000162334.1	4930524O07Rik	antisense_RNA	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000029207.16	ENSMUST00000162366.7	Apbb2	protein_coding	0	0	2	1	1	0	3	chr5:66451886-66452260|Locus_1851,chr5:66301678-66302552|Locus_1852,chr5:66300578-66300902|Locus_1853	group1
ENSMUSG00000029207.16	ENSMUST00000162382.7	Apbb2	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000042298.18	ENSMUST00000162385.1	Ttc19	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000033852.16	ENSMUST00000162393.7	Gm28042	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000089766.1	ENSMUST00000162407.1	Gm16538	antisense_RNA	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000005763.15	ENSMUST00000162411.2	Cd247	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000021684.17	ENSMUST00000162412.7	Pde8b	protein_coding	0	0	1	0	1	0	1	chr13:95025679-95027578|Locus_6583	group1
ENSMUSG00000089875.2	ENSMUST00000162450.2	Etohd2	antisense_RNA	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000030166.14	ENSMUST00000162461.6	Rad52	protein_coding	0	0	2	0	1	0	2	chr6:119916001-119918919|Locus_4881,chr6:119921302-119922782|Locus_4882	group1
ENSMUSG00000022668.10	ENSMUST00000162479.1	Gtpbp8	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000039488.15	ENSMUST00000162484.7	Cntn5	protein_coding	0	1	0	1	1	0	2	chr9:10904545-10904769|Locus_9436,chr9:9661141-9661340|Locus_9437	group1
ENSMUSG00000051550.10	ENSMUST00000162502.1	Zfp579	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000022668.10	ENSMUST00000162512.7	Gtpbp8	protein_coding	0	0	1	0	0	0	1	chr16:44745457-44746361|Locus_13036	group1
ENSMUSG00000056832.14	ENSMUST00000162554.7	Ttc26	protein_coding	0	0	1	2	3	0	3	chr6:38425175-38425274|Locus_9665,chr6:38425300-38425399|Locus_9666,chr6:38425425-38425474|Locus_9667	group1
ENSMUSG00000107705.1	ENSMUST00000162564.6	Gm45062	protein_coding	0	0	0	0	0	1	1	chr6:8508774-8509115|Locus_10722	group1
ENSMUSG00000021124.13	ENSMUST00000162569.7	Vti1b	protein_coding	0	0	1	0	0	0	1	chr12:79156217-79156416|Locus_12014	group1
ENSMUSG00000037989.15	ENSMUST00000162581.7	Wnk2	protein_coding	0	0	2	0	0	0	2	chr13:49061245-49061394|Locus_16234,chr13:49056949-49057198|Locus_16235	group1
ENSMUSG00000090083.10	ENSMUST00000162588.1	Rnf8	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000062040.14	ENSMUST00000162592.7	Zfp27	protein_coding	0	0	3	0	1	0	3	chr7:29895983-29898782|Locus_7348,chr7:29894633-29895232|Locus_7349,chr7:29893333-29894307|Locus_7350	group1
ENSMUSG00000038538.17	ENSMUST00000162593.1	Ubn2	protein_coding	0	0	0	2	0	0	2	chr6:38522413-38523037|Locus_717,chr6:38523438-38523587|Locus_718	group1
ENSMUSG00000038722.17	ENSMUST00000162594.7	Bud31	protein_coding	0	0	2	0	2	0	2	chr5:145147845-145148069|Locus_8050,chr5:145147614-145148163|Locus_15201	group1
ENSMUSG00000019795.17	ENSMUST00000162606.7	Pcmt1	protein_coding	0	0	1	0	1	0	1	chr10:7630673-7630972|Locus_4420	group1
ENSMUSG00000019806.13	ENSMUST00000162610.7	Aig1	protein_coding	0	0	1	0	1	2	3	chr10:13801553-13801802|Locus_13131,chr10:13801453-13801502|Locus_13132,chr10:13647429-13647678|Locus_13133	group1
ENSMUSG00000032118.16	ENSMUST00000162633.8	Fez1	protein_coding	0	0	1	0	0	0	1	chr9:36843842-36846836|Locus_8416	group1
ENSMUSG00000039047.17	ENSMUST00000162642.7	Pigk	protein_coding	0	0	1	0	1	0	1	chr3:152821006-152840156|Locus_9921	group1
ENSMUSG00000007817.14	ENSMUST00000162645.7	Zmiz1	protein_coding	0	0	0	1	0	0	1	chr14:25665046-25665145|Locus_10924	group1
ENSMUSG00000032534.18	ENSMUST00000162655.8	Cep63	protein_coding	0	0	1	0	1	0	1	chr9:102586563-102586937|Locus_10334	group1
ENSMUSG00000019795.17	ENSMUST00000162682.7	Pcmt1	protein_coding	0	1	0	0	0	0	1	chr10:7680669-7681043|Locus_4418	group1
ENSMUSG00000075227.6	ENSMUST00000162726.4	Znhit2	protein_coding	0	0	1	0	1	0	1	chr19:6062042-6062466|Locus_10346	group1
ENSMUSG00000051550.10	ENSMUST00000162731.1	Zfp579	protein_coding	0	0	1	1	1	0	2	chr7:4993747-4994071|Locus_14328,chr7:4986432-4993096|Locus_14329	group1
ENSMUSG00000059920.9	ENSMUST00000162732.1	4930453N24Rik	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000025920.19	ENSMUST00000162751.7	Stau2	protein_coding	0	0	2	1	1	0	3	chr1:16345625-16345774|Locus_10369,chr1:16229449-16229848|Locus_10371,chr1:16228774-16229073|Locus_10372	group1
ENSMUSG00000090061.9	ENSMUST00000162757.3	Nwd2	protein_coding	0	0	1	0	1	0	1	chr5:63809244-63809918|Locus_10587	group1
ENSMUSG00000030226.12	ENSMUST00000162772.7	Lmo3	protein_coding	0	0	1	0	1	0	1	chr6:138365693-138365942|Locus_1395	group1
ENSMUSG00000025907.14	ENSMUST00000162795.7	Rb1cc1	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000044066.14	ENSMUST00000162811.1	Cep68	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000038733.13	ENSMUST00000162819.7	Wdr26	protein_coding	0	0	1	0	1	0	1	chr1:181177453-181180477|Locus_7318	group1
ENSMUSG00000032425.15	ENSMUST00000162827.7	Zfp949	protein_coding	0	0	1	0	0	0	1	chr9:88568727-88569101|Locus_15123	group1
ENSMUSG00000031257.14	ENSMUST00000162833.7	Nox1	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000024558.12	ENSMUST00000162863.7	Mapk4	protein_coding	0	0	1	1	0	0	2	chr18:73937257-74063944|Locus_7115,chr18:73930161-73930210|Locus_7117	group1
ENSMUSG00000026090.16	ENSMUST00000162875.7	2010300C02Rik	protein_coding	0	0	1	0	0	0	1	chr1:37625405-37625654|Locus_15314	group1
ENSMUSG00000051951.5	ENSMUST00000162897.1	Xkr4	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000030226.12	ENSMUST00000162932.1	Lmo3	protein_coding	0	1	0	0	0	0	1	chr6:138426462-138426711|Locus_1393	group1
ENSMUSG00000046178.3	ENSMUST00000162942.1	Nxph1	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000029207.16	ENSMUST00000162955.7	Apbb2	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000079036.10	ENSMUST00000162961.7	Alkbh1	protein_coding	0	0	1	0	1	0	1	chr12:87428844-87429168|Locus_5783	group1
ENSMUSG00000035184.15	ENSMUST00000162987.7	Fam124a	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000029823.16	ENSMUST00000163047.7	Luc7l2	protein_coding	0	0	1	0	1	0	1	chr6:38593413-38603464|Locus_4734	group1
ENSMUSG00000063334.16	ENSMUST00000163048.7	Krr1	protein_coding	0	0	1	0	1	0	1	chr10:111984550-111984674|Locus_11944	group1
ENSMUSG00000034902.17	ENSMUST00000163075.7	Pip5k1c	protein_coding	0	0	0	1	0	0	1	chr10:81317969-81319143|Locus_4507	group1
ENSMUSG00000022577.16	ENSMUST00000163116.7	Ly6h	protein_coding	0	0	1	0	1	0	1	chr15:75565116-75565340|Locus_8794	group1
ENSMUSG00000004364.14	ENSMUST00000163119.7	Cul3	protein_coding	0	0	1	0	1	0	1	chr1:80266948-80269244|Locus_9691	group1
ENSMUSG00000044024.15	ENSMUST00000163128.8	Rell2	protein_coding	0	0	2	0	3	0	2	chr18:37957751-37958164|Locus_7095,chr18:37957956-37958230|Locus_10471	group1
ENSMUSG00000066392.11	ENSMUST00000163134.7	Nrxn3	protein_coding	0	0	2	0	1	0	2	chr12:90331492-90332091|Locus_4318,chr12:90332117-90333141|Locus_4319	group1
ENSMUSG00000030084.11	ENSMUST00000163139.7	Plxna1	protein_coding	0	0	1	1	0	0	2	chr6:89357229-89357603|Locus_4576,chr6:89318889-89319063|Locus_4577	group1
ENSMUSG00000032050.17	ENSMUST00000163153.8	Rdx	protein_coding	0	0	2	1	0	0	3	chr9:52073179-52075053|Locus_4979,chr9:52075129-52081172|Locus_4980,chr9:52088022-52088321|Locus_4981	group1
ENSMUSG00000032479.15	ENSMUST00000163190.7	Map4	protein_coding	0	0	2	0	0	0	2	chr9:110038149-110038298|Locus_4067,chr9:110040124-110052728|Locus_4068	group1
ENSMUSG00000040820.15	ENSMUST00000163193.7	Hlcs	protein_coding	0	0	1	1	0	0	2	chr16:94267412-94268036|Locus_1518,chr16:94129482-94129831|Locus_1519	group1
ENSMUSG00000051243.14	ENSMUST00000163200.2	Islr2	protein_coding	0	0	1	0	1	0	1	chr9:58197167-58197766|Locus_9982	group1
ENSMUSG00000039059.11	ENSMUST00000163215.7	Hrh3	protein_coding	0	0	1	0	1	0	1	chr2:180099565-180100039|Locus_17370	group1
ENSMUSG00000022661.14	ENSMUST00000163230.7	Cd200	protein_coding	0	0	2	0	1	0	2	chr16:45394801-45397153|Locus_4015,chr16:45383035-45392321|Locus_4016	group1
ENSMUSG00000042350.13	ENSMUST00000163231.7	Arel1	protein_coding	0	0	0	1	0	0	1	chr12:84918773-84920272|Locus_14333	group1
ENSMUSG00000041353.12	ENSMUST00000163233.1	Tmem29	protein_coding	0	0	1	0	1	0	1	chrX:150409359-150409583|Locus_11431	group1
ENSMUSG00000016541.9	ENSMUST00000163242.1	Atxn10	protein_coding	0	0	0	1	1	0	1	chr15:85463101-85463150|Locus_12058	group1
ENSMUSG00000017548.15	ENSMUST00000163272.1	Suz12	protein_coding	0	0	1	0	1	0	1	chr11:80030071-80032403|Locus_11926	group1
ENSMUSG00000033458.17	ENSMUST00000163289.6	Fan1	protein_coding	0	0	2	0	1	0	2	chr7:64372727-64373076|Locus_11084,chr7:64346758-64346857|Locus_11085	group1
ENSMUSG00000022296.8	ENSMUST00000163313.1	Baalc	protein_coding	0	0	1	0	1	0	1	chr15:38934006-38949871|Locus_1914	group1
ENSMUSG00000056234.14	ENSMUST00000163336.7	Ncoa4	protein_coding	0	0	1	0	0	0	1	chr14:32176425-32176649|Locus_10107	group1
ENSMUSG00000021911.15	ENSMUST00000163350.7	Parg	protein_coding	0	0	1	0	0	0	1	chr14:32208758-32209632|Locus_9676	group1
ENSMUSG00000040420.14	ENSMUST00000163361.7	Cdh18	protein_coding	0	0	1	0	0	0	1	chr15:23036509-23173851|Locus_10839	group1
ENSMUSG00000064030.15	ENSMUST00000163377.9	Pym1	protein_coding	0	0	1	0	1	0	1	chr10:128765195-128766313|Locus_16741	group1
ENSMUSG00000022403.14	ENSMUST00000163382.1	St13	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000037674.15	ENSMUST00000163401.8	Rfx7	protein_coding	0	0	7	1	1	0	8	chr9:72615133-72615207|Locus_10567,chr9:72615258-72615307|Locus_10568,chr9:72616662-72616936|Locus_10569,chr9:72617137-72618286|Locus_10570,chr9:72618712-72618761|Locus_10571,chr9:72618812-72618861|Locus_10572,chr9:72619037-72620011|Locus_10573,chr9:72622587-72622686|Locus_10574	group1
ENSMUSG00000090935.10	ENSMUST00000163402.7	Synj2bp	protein_coding	0	0	1	0	1	0	1	chr12:81501591-81502040|Locus_1007	group1
ENSMUSG00000022983.15	ENSMUST00000163419.7	Scaf4	protein_coding	0	0	1	0	1	0	1	chr16:90229176-90229700|Locus_6998	group1
ENSMUSG00000046329.14	ENSMUST00000163442.7	Slc25a23	protein_coding	0	0	1	0	0	0	1	chr17:57045161-57045410|Locus_13585	group1
ENSMUSG00000022324.14	ENSMUST00000163455.8	Matn2	protein_coding	0	0	3	0	1	0	3	chr15:34345206-34345580|Locus_3914,chr15:34428561-34428610|Locus_3915,chr15:34435786-34436010|Locus_3916	group1
ENSMUSG00000023942.15	ENSMUST00000163492.7	Slc29a1	protein_coding	0	0	0	1	1	0	1	chr17:45585325-45585649|Locus_12899	group1
ENSMUSG00000091475.2	ENSMUST00000163493.2	2810468N07Rik	processed_transcript	0	0	0	0	0	1	1	chr17:25571588-25575043|Locus_15586	group1
ENSMUSG00000024589.16	ENSMUST00000163516.7	Nedd4l	protein_coding	0	0	0	2	0	0	2	chr18:65213154-65213303|Locus_17034,chr18:65213504-65213953|Locus_17035	group1
ENSMUSG00000022119.15	ENSMUST00000163545.7	Rbm26	protein_coding	0	0	1	0	1	0	1	chr14:105115038-105115262|Locus_15936	group1
ENSMUSG00000068184.7	ENSMUST00000163558.2	Ndufaf2	protein_coding	0	0	1	0	1	0	1	chr13:108052841-108052890|Locus_16225	group1
ENSMUSG00000068206.12	ENSMUST00000163571.7	Pick1	protein_coding	0	0	1	0	1	0	1	chr15:79248737-79249436|Locus_4487	group1
ENSMUSG00000051579.10	ENSMUST00000163584.7	Tceal8	protein_coding	0	1	1	0	1	0	2	chrX:136171704-136172179|Locus_13406,chrX:136170584-136171478|Locus_13407	group1
ENSMUSG00000033855.15	ENSMUST00000163588.7	Ston1	protein_coding	0	0	2	1	1	0	3	chr17:88636293-88636642|Locus_16559,chr17:88636918-88637017|Locus_16560,chr17:88645395-88645519|Locus_16561	group1
ENSMUSG00000024505.15	ENSMUST00000163590.7	Dtwd2	protein_coding	0	0	1	0	1	0	1	chr18:49698145-49698469|Locus_14456	group1
ENSMUSG00000052151.12	ENSMUST00000163602.8	Plpp2	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000037735.7	ENSMUST00000163627.2	2810032G03Rik	lincRNA	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000031523.16	ENSMUST00000163663.2	Dlc1	protein_coding	0	0	1	0	0	0	1	chr8:36938136-36938635|Locus_11764	group1
ENSMUSG00000021548.10	ENSMUST00000163713.1	Ccnh	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000041708.12	ENSMUST00000163723.7	Mpped1	protein_coding	0	0	1	0	1	0	1	chr15:83856300-83857224|Locus_6897	group1
ENSMUSG00000031539.6	ENSMUST00000163739.2	Ap3m2	protein_coding	0	0	1	0	1	0	1	chr8:22788279-22789353|Locus_12976	group1
ENSMUSG00000091695.1	ENSMUST00000163749.1	Gm17669	protein_coding	0	0	1	0	1	0	1	chr18:67552663-67587854|Locus_14233	group1
ENSMUSG00000010376.14	ENSMUST00000163750.7	Nedd8	protein_coding	0	0	1	0	0	0	1	chr14:55664266-55671838|Locus_4185	group1
ENSMUSG00000110195.1	ENSMUST00000163751.9	Pde2a	protein_coding	0	1	0	0	0	0	1	chr7:101412538-101421891|Locus_5460	group1
ENSMUSG00000022401.11	ENSMUST00000163754.7	Xpnpep3	protein_coding	0	0	1	0	1	0	1	chr15:81450970-81453287|Locus_10868	group1
ENSMUSG00000031534.15	ENSMUST00000163774.2	Smim19	protein_coding	0	0	1	0	1	0	1	chr8:22462914-22471461|Locus_596	group1
ENSMUSG00000025889.13	ENSMUST00000163779.7	Snca	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000030688.15	ENSMUST00000163799.8	Stard10	protein_coding	0	0	1	0	1	0	1	chr7:101345958-101346432|Locus_12269	group1
ENSMUSG00000092006.1	ENSMUST00000163802.1	Gm17139	antisense_RNA	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000026074.14	ENSMUST00000163854.8	Map4k4	protein_coding	0	0	2	1	1	0	3	chr1:39990216-39999648|Locus_9891,chr1:39999849-40000554|Locus_9892,chr1:40024853-40025152|Locus_9893	group1
ENSMUSG00000090853.1	ENSMUST00000163881.1	Gm17364	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000055945.7	ENSMUST00000163887.1	Prr18	protein_coding	0	1	0	0	0	0	1	chr17:8340785-8340834|Locus_10677	group1
ENSMUSG00000090394.8	ENSMUST00000163892.7	4930523C07Rik	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000045201.6	ENSMUST00000163937.2	Lrrc3b	protein_coding	0	0	1	0	1	0	1	chr14:15357690-15436381|Locus_6610	group1
ENSMUSG00000078570.10	ENSMUST00000163946.1	1110065P20Rik	protein_coding	0	0	1	0	2	0	1	chr4:124849585-124850253|Locus_14480	group1
ENSMUSG00000019944.14	ENSMUST00000164034.7	Rhobtb1	protein_coding	0	0	1	0	0	0	1	chr10:69270287-69270661|Locus_14601	group1
ENSMUSG00000059498.13	ENSMUST00000164044.7	Fcgr3	protein_coding	0	0	0	1	1	0	1	chr1:171051274-171051548|Locus_2799	group1
ENSMUSG00000048897.15	ENSMUST00000164056.8	Zfp710	protein_coding	0	0	2	0	0	0	2	chr7:80081107-80081456|Locus_5637,chr7:80081582-80081881|Locus_5638	group1
ENSMUSG00000078787.8	ENSMUST00000164093.7	Cyp2t4	protein_coding	0	0	0	0	2	0	0	NA	group1
ENSMUSG00000031993.7	ENSMUST00000164099.2	Snx19	protein_coding	0	0	2	1	0	0	3	chr9:30427933-30428107|Locus_737,chr9:30428708-30429057|Locus_738,chr9:30464659-30465133|Locus_739	group1
ENSMUSG00000004221.16	ENSMUST00000164101.7	Ikbkg	protein_coding	0	0	1	0	1	0	1	chrX:74447899-74448394|Locus_3373	group1
ENSMUSG00000009681.10	ENSMUST00000164107.2	Bcr	protein_coding	0	0	1	1	1	0	2	chr10:75061992-75062116|Locus_1448,chr10:75182331-75182730|Locus_1449	group1
ENSMUSG00000044033.16	ENSMUST00000164114.8	Ccdc141	protein_coding	0	0	1	0	1	0	1	chr2:77011402-77011826|Locus_12165	group1
ENSMUSG00000021911.15	ENSMUST00000164137.7	Parg	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000022372.14	ENSMUST00000164163.7	Sla	protein_coding	0	0	1	0	1	0	1	chr15:66782094-66782618|Locus_5271	group1
ENSMUSG00000090841.2	ENSMUST00000164181.1	Myl6	protein_coding	0	0	1	0	0	0	1	chr10:128493717-128494080|Locus_4121	group1
ENSMUSG00000071042.11	ENSMUST00000164192.7	Rasgrp3	protein_coding	0	0	2	1	1	0	3	chr17:75525100-75525149|Locus_8945,chr17:75525175-75527139|Locus_8946,chr17:75528715-75528939|Locus_8947	group1
ENSMUSG00000043639.14	ENSMUST00000164202.7	Rbm20	protein_coding	0	0	1	0	0	0	1	chr19:53851353-53851402|Locus_15753	group1
ENSMUSG00000042787.14	ENSMUST00000164213.3	Exog	protein_coding	0	0	1	0	1	0	1	chr9:119462523-119463972|Locus_5526	group1
ENSMUSG00000091685.6	ENSMUST00000164216.5	Gm17359	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000024158.17	ENSMUST00000164251.7	Hagh	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000031934.14	ENSMUST00000164273.8	Panx1	protein_coding	0	0	2	1	2	0	3	chr9:15007796-15010111|Locus_12258,chr9:15006103-15007745|Locus_12259,chr9:15005703-15006077|Locus_12260	group1
ENSMUSG00000005410.6	ENSMUST00000164309.2	Mcm5	protein_coding	0	0	0	1	1	0	1	chr8:75127372-75127546|Locus_3933	group1
ENSMUSG00000000631.20	ENSMUST00000164315.1	Myo18a	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000045246.11	ENSMUST00000164382.1	Kcng4	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSMUSG00000021139.17	ENSMUST00000164386.7	Gm20498	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSMUSG00000035268.14	ENSMUST00000164399.7	Pkig	protein_coding	0	0	0	1	0	0	1	chr2:163725844-163726158|Locus_4545	group1
ENSMUSG00000036054.15	ENSMUST00000164403.7	Sugp2	protein_coding	0	0	2	0	0	0	2	chr8:70242541-70243015|Locus_8317,chr8:70243066-70243865|Locus_8318	group1
ENSMUSG00000090799.1	ENSMUST00000164415.1	Klhl33	protein_coding	0	0	2	0	1	0	2	chr14:50892797-50892971|Locus_12209,chr14:50891357-50892696|Locus_12210	group1
ENSMUSG00000049612.10	ENSMUST00000164465.2	Omg	protein_coding	0	0	1	0	1	0	1	chr11:79501557-79504081|Locus_4372	group1
ENSMUSG00000059689.15	ENSMUST00000164472.7	Zfp637	protein_coding	0	0	1	0	0	0	1	chr6:117845692-117845956|Locus_8090	group1
