anno	seqnames	start	end	width	peak	groupname	gene_type	gene_name	location	transcriptID
CDS (ENSMUST00000204128.2, CDS 12 of 12, 138bp)	chr8	58911447	58911796	350	chr8:58911447-58911796|Locus_10048	group1	protein_coding	Galntl6	CDS	ENSMUST00000204128.2
CDS (ENSMUST00000204128.2, CDS 2 of 12, 150bp)	chr8	57776802	57794882	18081	chr8:57776802-57794882|Locus_10049	group1	protein_coding	Galntl6	CDS	ENSMUST00000204128.2
CDS (ENSMUST00000204268.2, CDS 3 of 3, 988bp)	chr6	113497475	113498099	625	chr6:113497475-113498099|Locus_5758	group1	protein_coding	Prrt3	CDS	ENSMUST00000204268.2
CDS (ENSMUST00000204268.2, CDS 1 of 3, 1775bp)	chr6	113494914	113495188	275	chr6:113494914-113495188|Locus_5759	group1	protein_coding	Prrt3	CDS	ENSMUST00000204268.2
CDS (ENSMUST00000204268.2, CDS 1 of 3, 1775bp)	chr6	113493864	113494513	650	chr6:113493864-113494513|Locus_5760	group1	protein_coding	Prrt3	CDS	ENSMUST00000204268.2
CDS (ENSMUST00000204285.2, CDS 4 of 4, 1228bp)	chr8	69663107	69663406	300	chr8:69663107-69663406|Locus_12883	group1	protein_coding	Zfp964	CDS	ENSMUST00000204285.2
CDS (ENSMUST00000204285.2, CDS 4 of 4, 1228bp)	chr8	69663582	69664306	725	chr8:69663582-69664306|Locus_12884	group1	protein_coding	Zfp964	CDS	ENSMUST00000204285.2
CDS (ENSMUST00000204415.1, CDS 2 of 2, 470bp)	chr6	83914433	83930195	15763	chr6:83914433-83930195|Locus_4278	group1	protein_coding	Zfp638	CDS	ENSMUST00000204415.1
CDS (ENSMUST00000204419.1, CDS 3 of 9, 123bp)	chr6	87819138	87822350	3213	chr6:87819138-87822350|Locus_12644	group1	protein_coding	Gm45140	CDS	ENSMUST00000204419.1
CDS (ENSMUST00000204436.2, CDS 1 of 1, 771bp)	chr6	71283976	71284925	950	chr6:71283976-71284925|Locus_686	group1	protein_coding	Krcc1	CDS	ENSMUST00000204436.2
CDS (ENSMUST00000204521.1, CDS 1 of 1, 22bp)	chr6	48613230	48619569	6340	chr6:48613230-48619569|Locus_9294	group1	protein_coding	Gm45021	CDS	ENSMUST00000204521.1
CDS (ENSMUST00000204542.2, CDS 1 of 2, 798bp)	chr6	126101662	126102361	700	chr6:126101662-126102361|Locus_4330	group1	protein_coding	Ntf3	CDS	ENSMUST00000204542.2
UTR3 (ENSMUST00000204629.1)	chr6	58902213	58902287	75	chr6:58902213-58902287|Locus_15792	group1	protein_coding	Herc3	UTR3	ENSMUST00000204629.1
UTR3 (ENSMUST00000204629.1)	chr6	58902313	58902362	50	chr6:58902313-58902362|Locus_15793	group1	protein_coding	Herc3	UTR3	ENSMUST00000204629.1
CDS (ENSMUST00000204645.2, CDS 2 of 19, 261bp)	chr6	94605604	94606202	599	chr6:94605604-94606202|Locus_3396	group1	protein_coding	Lrig1	CDS	ENSMUST00000204645.2
CDS (ENSMUST00000204702.2, CDS 18 of 19, 162bp)	chr3	40786772	40789536	2765	chr3:40786772-40789536|Locus_4385	group1	protein_coding	Hspa4l	CDS	ENSMUST00000204702.2
UTR3 (ENSMUST00000204702.2)	chr3	40789887	40790111	225	chr3:40789887-40790111|Locus_4386	group1	protein_coding	Hspa4l	UTR3	ENSMUST00000204702.2
UTR3 (ENSMUST00000204709.2)	chr3	95173290	95173514	225	chr3:95173290-95173514|Locus_5191	group1	protein_coding	Sema6c	UTR3	ENSMUST00000204709.2
CDS (ENSMUST00000204751.2, CDS 21 of 26, 1228bp)	chr6	83976260	83977384	1125	chr6:83976260-83977384|Locus_4279	group1	protein_coding	Zfp638	CDS	ENSMUST00000204751.2
CDS (ENSMUST00000204751.2, CDS 23 of 26, 916bp)	chr6	83979008	83981754	2747	chr6:83979008-83981754|Locus_4280	group1	protein_coding	Zfp638	CDS	ENSMUST00000204751.2
CDS (ENSMUST00000204757.2, CDS 2 of 3, 291bp)	chr6	85134013	85136871	2859	chr6:85134013-85136871|Locus_5439	group1	protein_coding	Spr	CDS	ENSMUST00000204757.2
UTR5 (ENSMUST00000204998.2)	chr6	141524368	141524542	175	chr6:141524368-141524542|Locus_12709	group1	protein_coding	Slco1c1	UTR5	ENSMUST00000204998.2
UTR3 (ENSMUST00000205002.2)	chr6	126821846	126821895	50	chr6:126821846-126821895|Locus_13058	group1	protein_coding	Ndufa9	UTR3	ENSMUST00000205002.2
CDS (ENSMUST00000205276.1, CDS 3 of 19, 561bp)	chr7	98594799	98595248	450	chr7:98594799-98595248|Locus_8218	group1	protein_coding	Emsy	CDS	ENSMUST00000205276.1
CDS (ENSMUST00000205276.1, CDS 2 of 19, 480bp)	chr7	98590262	98593332	3071	chr7:98590262-98593332|Locus_8219	group1	protein_coding	Emsy	CDS	ENSMUST00000205276.1
UTR3 (ENSMUST00000205276.1)	chr7	98589712	98590036	325	chr7:98589712-98590036|Locus_8220	group1	protein_coding	Emsy	UTR3	ENSMUST00000205276.1
UTR5 (ENSMUST00000205335.1)	chr6	72439551	72440425	875	chr6:72439551-72440425|Locus_16712	group1	protein_coding	Mat2a	UTR5	ENSMUST00000205335.1
CDS (ENSMUST00000205379.1, CDS 1 of 11, 181bp)	chr9	65950054	65973524	23471	chr9:65950054-65973524|Locus_6138	group1	protein_coding	Csnk1g1	CDS	ENSMUST00000205379.1
UTR3 (ENSMUST00000205379.1)	chr9	66039729	66040003	275	chr9:66039729-66040003|Locus_6139	group1	protein_coding	Csnk1g1	UTR3	ENSMUST00000205379.1
UTR3 (ENSMUST00000205379.1)	chr9	66040454	66041128	675	chr9:66040454-66041128|Locus_6140	group1	protein_coding	Csnk1g1	UTR3	ENSMUST00000205379.1
CDS (ENSMUST00000205391.1, CDS 2 of 2, 127bp)	chr7	35120203	35120852	650	chr7:35120203-35120852|Locus_2235	group1	protein_coding	Cebpa	CDS	ENSMUST00000205391.1
CDS (ENSMUST00000205438.1, CDS 17 of 17, 169bp)	chr7	121981526	121981711	186	chr7:121981526-121981711|Locus_8251	group1	protein_coding	Cog7	CDS	ENSMUST00000205438.1
CDS (ENSMUST00000205440.1, CDS 9 of 9, 939bp)	chr7	126472177	126472551	375	chr7:126472177-126472551|Locus_5200	group1	protein_coding	Sh2b1	CDS	ENSMUST00000205440.1
CDS (ENSMUST00000205503.1, CDS 1 of 6, 147bp)	chr7	43528716	43528940	225	chr7:43528716-43528940|Locus_2191	group1	protein_coding	Cd33	CDS	ENSMUST00000205503.1
CDS (ENSMUST00000205546.1, CDS 3 of 9, 153bp)	chr11	42133689	42140318	6630	chr11:42133689-42140318|Locus_2937	group1	protein_coding	Gabra1	CDS	ENSMUST00000205546.1
UTR3 (ENSMUST00000205546.1)	chr11	42133114	42133263	150	chr11:42133114-42133263|Locus_2938	group1	protein_coding	Gabra1	UTR3	ENSMUST00000205546.1
CDS (ENSMUST00000205568.1, CDS 5 of 5, 192bp)	chr7	127026111	127026308	198	chr7:127026111-127026308|Locus_3918	group1	protein_coding	Maz	CDS	ENSMUST00000205568.1
CDS (ENSMUST00000205568.1, CDS 4 of 5, 851bp)	chr7	127025090	127025510	421	chr7:127025090-127025510|Locus_3919	group1	protein_coding	Maz	CDS	ENSMUST00000205568.1
Intron (ENSMUST00000205568.1, intron 2 of 5)	chr7	127024940	127025014	75	chr7:127024940-127025014|Locus_3920	group1	protein_coding	Maz	Intron	ENSMUST00000205568.1
CDS (ENSMUST00000205658.1, CDS 3 of 3, 314bp)	chr7	25686155	25686554	400	chr7:25686155-25686554|Locus_8152	group1	protein_coding	B9d2	CDS	ENSMUST00000205658.1
CDS (ENSMUST00000205671.1, CDS 4 of 4, 1772bp)	chr7	27817888	27818187	300	chr7:27817888-27818187|Locus_15011	group1	protein_coding	Zfp626	CDS	ENSMUST00000205671.1
CDS (ENSMUST00000205671.1, CDS 4 of 4, 1772bp)	chr7	27818338	27819362	1025	chr7:27818338-27819362|Locus_15012	group1	protein_coding	Zfp626	CDS	ENSMUST00000205671.1
CDS (ENSMUST00000205680.1, CDS 4 of 4, 645bp)	chr7	24140432	24140856	425	chr7:24140432-24140856|Locus_12461	group1	protein_coding	Zfp235	CDS	ENSMUST00000205680.1
CDS (ENSMUST00000205694.1, CDS 19 of 19, 177bp)	chr7	127602529	127602903	375	chr7:127602529-127602903|Locus_8270	group1	protein_coding	Rnf40	CDS	ENSMUST00000205694.1
CDS (ENSMUST00000205701.1, CDS 4 of 4, 1703bp)	chr7	27853402	27853701	300	chr7:27853402-27853701|Locus_7422	group1	protein_coding	Zfp59	CDS	ENSMUST00000205701.1
CDS (ENSMUST00000205701.1, CDS 4 of 4, 1703bp)	chr7	27854027	27854251	225	chr7:27854027-27854251|Locus_7423	group1	protein_coding	Zfp59	CDS	ENSMUST00000205701.1
CDS (ENSMUST00000205701.1, CDS 4 of 4, 1703bp)	chr7	27855027	27855226	200	chr7:27855027-27855226|Locus_7424	group1	protein_coding	Zfp59	CDS	ENSMUST00000205701.1
UTR3 (ENSMUST00000205701.1)	chr7	27855777	27856201	425	chr7:27855777-27856201|Locus_7425	group1	protein_coding	Zfp59	UTR3	ENSMUST00000205701.1
CDS (ENSMUST00000205715.1, CDS 4 of 4, 1802bp)	chr7	27878905	27879129	225	chr7:27878905-27879129|Locus_12174	group1	protein_coding	Zfp607a	CDS	ENSMUST00000205715.1
CDS (ENSMUST00000205823.1, CDS 1 of 3, 101bp)	chr6	72432799	72433323	525	chr6:72432799-72433323|Locus_8062	group1	protein_coding	Mat2a	CDS	ENSMUST00000205823.1
CDS (ENSMUST00000205854.1, CDS 1 of 4, 37bp)	chr19	61116759	61117644	886	chr19:61116759-61117644|Locus_11583	group1	protein_coding	Zfp950	CDS	ENSMUST00000205854.1
CDS (ENSMUST00000205956.1, CDS 2 of 2, 1905bp)	chr7	98499019	98499193	175	chr7:98499019-98499193|Locus_11677	group1	protein_coding	Lrrc32	CDS	ENSMUST00000205956.1
UTR3 (ENSMUST00000205956.1)	chr7	98500319	98500493	175	chr7:98500319-98500493|Locus_11678	group1	protein_coding	Lrrc32	UTR3	ENSMUST00000205956.1
UTR5 (ENSMUST00000206023.1)	chr7	4547362	4547411	50	chr7:4547362-4547411|Locus_12005	group1	protein_coding	Syt5	UTR5	ENSMUST00000206023.1
UTR5 (ENSMUST00000206023.1)	chr7	4546898	4547336	439	chr7:4546898-4547336|Locus_12006	group1	protein_coding	Syt5	UTR5	ENSMUST00000206023.1
CDS (ENSMUST00000206034.1, CDS 1 of 14, 304bp)	chr7	115476797	115476996	200	chr7:115476797-115476996|Locus_5372	group1	protein_coding	Sox6	CDS	ENSMUST00000206034.1
UTR3 (ENSMUST00000206034.1)	chr7	115471022	115471421	400	chr7:115471022-115471421|Locus_5373	group1	protein_coding	Sox6	UTR3	ENSMUST00000206034.1
CDS (ENSMUST00000206068.1, CDS 4 of 4, 184bp)	chr7	127908327	127908651	325	chr7:127908327-127908651|Locus_2009	group1	protein_coding	Bckdk	CDS	ENSMUST00000206068.1
CDS (ENSMUST00000206089.1, CDS 2 of 2, 32bp)	chr7	80350072	80350746	675	chr7:80350072-80350746|Locus_2700	group1	protein_coding	Hddc3	CDS	ENSMUST00000206089.1
CDS (ENSMUST00000206089.1, CDS 2 of 2, 32bp)	chr7	80346667	80350547	3881	chr7:80346667-80350547|Locus_14405	group1	protein_coding	Hddc3	CDS	ENSMUST00000206089.1
CDS (ENSMUST00000206129.2, CDS 1 of 1, 615bp)	chr7	16983186	16984560	1375	chr7:16983186-16984560|Locus_949	group1	protein_coding	Gm42372	CDS	ENSMUST00000206129.2
UTR3 (ENSMUST00000206129.2)	chr7	16985211	16985785	575	chr7:16985211-16985785|Locus_950	group1	protein_coding	Gm42372	UTR3	ENSMUST00000206129.2
UTR3 (ENSMUST00000206129.2)	chr7	16987286	16987410	125	chr7:16987286-16987410|Locus_951	group1	protein_coding	Gm42372	UTR3	ENSMUST00000206129.2
UTR3 (ENSMUST00000206129.2)	chr7	16987811	16988110	300	chr7:16987811-16988110|Locus_952	group1	protein_coding	Gm42372	UTR3	ENSMUST00000206129.2
CDS (ENSMUST00000206154.1, CDS 1 of 2, 168bp)	chr6	72368994	72369418	425	chr6:72368994-72369418|Locus_12019	group1	protein_coding	Vamp5	CDS	ENSMUST00000206154.1
CDS (ENSMUST00000206362.1, CDS 1 of 3, 1793bp)	chr7	24229097	24229596	500	chr7:24229097-24229596|Locus_12550	group1	protein_coding	Zfp109	CDS	ENSMUST00000206362.1
CDS (ENSMUST00000206362.1, CDS 1 of 3, 1793bp)	chr7	24228022	24228546	525	chr7:24228022-24228546|Locus_12551	group1	protein_coding	Zfp109	CDS	ENSMUST00000206362.1
CDS (ENSMUST00000206389.1, CDS 3 of 3, 619bp)	chr7	97737588	97737912	325	chr7:97737588-97737912|Locus_13170	group1	protein_coding	Aqp11	CDS	ENSMUST00000206389.1
CDS (ENSMUST00000206389.1, CDS 2 of 3, 117bp)	chr7	97726406	97728971	2566	chr7:97726406-97728971|Locus_13171	group1	protein_coding	Aqp11	CDS	ENSMUST00000206389.1
UTR3 (ENSMUST00000206487.1)	chr7	18862657	18863081	425	chr7:18862657-18863081|Locus_9351	group1	protein_coding	Mill2	UTR3	ENSMUST00000206487.1
CDS (ENSMUST00000206658.1, CDS 3 of 3, 651bp)	chr7	97458040	97458314	275	chr7:97458040-97458314|Locus_8213	group1	protein_coding	Kctd14	CDS	ENSMUST00000206658.1
CDS (ENSMUST00000206685.1, CDS 1 of 4, 2162bp)	chr7	27964615	27964864	250	chr7:27964615-27964864|Locus_11178	group1	protein_coding	Zfp780b	CDS	ENSMUST00000206685.1
CDS (ENSMUST00000206685.1, CDS 1 of 4, 2162bp)	chr7	27963115	27963864	750	chr7:27963115-27963864|Locus_11179	group1	protein_coding	Zfp780b	CDS	ENSMUST00000206685.1
CDS (ENSMUST00000206685.1, CDS 1 of 4, 2162bp)	chr7	27961815	27963039	1225	chr7:27961815-27963039|Locus_11180	group1	protein_coding	Zfp780b	CDS	ENSMUST00000206685.1
CDS (ENSMUST00000206720.1, CDS 1 of 16, 293bp)	chr9	44151226	44151550	325	chr9:44151226-44151550|Locus_2162	group1	protein_coding	Cbl	CDS	ENSMUST00000206720.1
Intron (ENSMUST00000206776.1, intron 1 of 3)	chr7	73543995	73549605	5611	chr7:73543995-73549605|Locus_9371	group1	antisense_RNA	Gm44686	Intron	ENSMUST00000206776.1
CDS (ENSMUST00000206777.1, CDS 3 of 3, 1787bp)	chr7	24260350	24261149	800	chr7:24260350-24261149|Locus_12212	group1	protein_coding	Zfp108	CDS	ENSMUST00000206777.1
CDS (ENSMUST00000206777.1, CDS 3 of 3, 1787bp)	chr7	24261425	24261874	450	chr7:24261425-24261874|Locus_12213	group1	protein_coding	Zfp108	CDS	ENSMUST00000206777.1
UTR3 (ENSMUST00000206777.1)	chr7	24262125	24262445	321	chr7:24262125-24262445|Locus_12214	group1	protein_coding	Zfp108	UTR3	ENSMUST00000206777.1
CDS (ENSMUST00000206832.1, CDS 15 of 15, 295bp)	chr7	25754377	25754451	75	chr7:25754377-25754451|Locus_8153	group1	protein_coding	Hnrnpul1	CDS	ENSMUST00000206832.1
CDS (ENSMUST00000206984.1, CDS 14 of 14, 87bp)	chr7	97911164	97911438	275	chr7:97911164-97911438|Locus_4400	group1	protein_coding	Pak1	CDS	ENSMUST00000206984.1
CDS (ENSMUST00000207002.1, CDS 2 of 2, 78bp)	chr7	24101518	24104778	3261	chr7:24101518-24104778|Locus_5727	group1	protein_coding	Zfp180	CDS	ENSMUST00000207002.1
UTR3 (ENSMUST00000207002.1)	chr7	24107154	24107503	350	chr7:24107154-24107503|Locus_5731	group1	protein_coding	Zfp180	UTR3	ENSMUST00000207002.1
CDS (ENSMUST00000207038.1, CDS 5 of 7, 3252bp)	chr10	18526228	18526277	50	chr10:18526228-18526277|Locus_6233	group1	protein_coding	Nhsl1	CDS	ENSMUST00000207038.1
CDS (ENSMUST00000207038.1, CDS 7 of 7, 706bp)	chr10	18531470	18532044	575	chr10:18531470-18532044|Locus_6234	group1	protein_coding	Nhsl1	CDS	ENSMUST00000207038.1
Promoter (ENSMUST00000207156.1)	chr7	81455324	81455465	142	chr7:81455324-81455465|Locus_2329	group1	TEC	Cpeb1os1	Promoter	ENSMUST00000207156.1
CDS (ENSMUST00000207243.1, CDS 1 of 3, 73bp)	chr7	131392696	131392745	50	chr7:131392696-131392745|Locus_6111	group1	protein_coding	Ikzf5	CDS	ENSMUST00000207243.1
CDS (ENSMUST00000207347.1, CDS 4 of 4, 1283bp)	chr7	6378913	6378987	75	chr7:6378913-6378987|Locus_11069	group1	protein_coding	Zfp78	CDS	ENSMUST00000207347.1
CDS (ENSMUST00000207347.1, CDS 4 of 4, 1283bp)	chr7	6379138	6379637	500	chr7:6379138-6379637|Locus_11070	group1	protein_coding	Zfp78	CDS	ENSMUST00000207347.1
CDS (ENSMUST00000207470.1, CDS 1 of 13, 655bp)	chr8	31818001	31818500	500	chr8:31818001-31818500|Locus_5797	group1	protein_coding	Nrg1	CDS	ENSMUST00000207470.1
UTR3 (ENSMUST00000207470.1)	chr8	31816501	31816675	175	chr8:31816501-31816675|Locus_5798	group1	protein_coding	Nrg1	UTR3	ENSMUST00000207470.1
CDS (ENSMUST00000207481.1, CDS 15 of 19, 62bp)	chr7	120939772	120940737	966	chr7:120939772-120940737|Locus_9922	group1	protein_coding	Polr3e	CDS	ENSMUST00000207481.1
CDS (ENSMUST00000207481.1, CDS 17 of 19, 78bp)	chr7	120942552	120945833	3282	chr7:120942552-120945833|Locus_9923	group1	protein_coding	Polr3e	CDS	ENSMUST00000207481.1
CDS (ENSMUST00000207489.1, CDS 4 of 4, 5bp)	chr7	131392502	131392692	191	chr7:131392502-131392692|Locus_13692	group1	protein_coding	Pstk	CDS	ENSMUST00000207489.1
CDS (ENSMUST00000207505.1, CDS 27 of 33, 547bp)	chr8	35808941	35809290	350	chr8:35808941-35809290|Locus_342	group1	protein_coding	Gm19410	CDS	ENSMUST00000207505.1
CDS (ENSMUST00000207505.1, CDS 31 of 33, 478bp)	chr8	35815422	35815671	250	chr8:35815422-35815671|Locus_343	group1	protein_coding	Gm19410	CDS	ENSMUST00000207505.1
UTR5 (ENSMUST00000207506.1)	chr7	4922534	4922825	292	chr7:4922534-4922825|Locus_10011	group1	protein_coding	Nat14	UTR5	ENSMUST00000207506.1
UTR5 (ENSMUST00000207563.1)	chr7	28338633	28338746	114	chr7:28338633-28338746|Locus_5639	group1	protein_coding	Supt5	UTR5	ENSMUST00000207563.1
CDS (ENSMUST00000207569.1, CDS 10 of 41, 8367bp)	chr4	43177259	43177308	50	chr4:43177259-43177308|Locus_6819	group1	protein_coding	Unc13b	CDS	ENSMUST00000207569.1
CDS (ENSMUST00000207569.1, CDS 10 of 41, 8367bp)	chr4	43177334	43177508	175	chr4:43177334-43177508|Locus_6820	group1	protein_coding	Unc13b	CDS	ENSMUST00000207569.1
CDS (ENSMUST00000207576.1, CDS 4 of 4, 1805bp)	chr7	19524741	19524840	100	chr7:19524741-19524840|Locus_14635	group1	protein_coding	Nkpd1	CDS	ENSMUST00000207576.1
UTR5 (ENSMUST00000207578.1)	chr7	90348560	90348734	175	chr7:90348560-90348734|Locus_17024	group1	protein_coding	Sytl2	UTR5	ENSMUST00000207578.1
CDS (ENSMUST00000207578.1, CDS 6 of 6, 50bp)	chr7	90375424	90375748	325	chr7:90375424-90375748|Locus_17025	group1	protein_coding	Sytl2	CDS	ENSMUST00000207578.1
UTR5 (ENSMUST00000207597.1)	chr11	62789413	62789462	50	chr11:62789413-62789462|Locus_4780	group1	protein_coding	Zfp286	UTR5	ENSMUST00000207597.1
UTR5 (ENSMUST00000207597.1)	chr11	62789338	62789387	50	chr11:62789338-62789387|Locus_4781	group1	protein_coding	Zfp286	UTR5	ENSMUST00000207597.1
UTR5 (ENSMUST00000207647.1)	chr6	45059357	45060272	916	chr6:45059357-45060272|Locus_13460	group1	protein_coding	Cntnap2	UTR5	ENSMUST00000207647.1
CDS (ENSMUST00000207708.1, CDS 1 of 32, 2263bp)	chr4	43215644	43215818	175	chr4:43215644-43215818|Locus_6821	group1	protein_coding	Unc13b	CDS	ENSMUST00000207708.1
CDS (ENSMUST00000207708.1, CDS 1 of 32, 2263bp)	chr4	43215919	43216118	200	chr4:43215919-43216118|Locus_6822	group1	protein_coding	Unc13b	CDS	ENSMUST00000207708.1
CDS (ENSMUST00000207708.1, CDS 1 of 32, 2263bp)	chr4	43216344	43216393	50	chr4:43216344-43216393|Locus_6823	group1	protein_coding	Unc13b	CDS	ENSMUST00000207708.1
CDS (ENSMUST00000207708.1, CDS 1 of 32, 2263bp)	chr4	43216419	43216468	50	chr4:43216419-43216468|Locus_6824	group1	protein_coding	Unc13b	CDS	ENSMUST00000207708.1
CDS (ENSMUST00000207708.1, CDS 1 of 32, 2263bp)	chr4	43216644	43216818	175	chr4:43216644-43216818|Locus_6825	group1	protein_coding	Unc13b	CDS	ENSMUST00000207708.1
CDS (ENSMUST00000207708.1, CDS 1 of 32, 2263bp)	chr4	43216919	43217393	475	chr4:43216919-43217393|Locus_6826	group1	protein_coding	Unc13b	CDS	ENSMUST00000207708.1
CDS (ENSMUST00000207708.1, CDS 1 of 32, 2263bp)	chr4	43217644	43217918	275	chr4:43217644-43217918|Locus_6827	group1	protein_coding	Unc13b	CDS	ENSMUST00000207708.1
CDS (ENSMUST00000207792.1, CDS 7 of 7, 113bp)	chr8	10035355	10035829	475	chr8:10035355-10035829|Locus_9067	group1	protein_coding	Tnfsf13b	CDS	ENSMUST00000207792.1
CDS (ENSMUST00000207826.1, CDS 2 of 9, 2296bp)	chr16	64785402	64786551	1150	chr16:64785402-64786551|Locus_15283	group1	protein_coding	Zfp654	CDS	ENSMUST00000207826.1
CDS (ENSMUST00000207826.1, CDS 2 of 9, 2296bp)	chr16	64784627	64785176	550	chr16:64784627-64785176|Locus_15284	group1	protein_coding	Zfp654	CDS	ENSMUST00000207826.1
UTR3 (ENSMUST00000207826.1)	chr16	64783022	64783196	175	chr16:64783022-64783196|Locus_15285	group1	protein_coding	Zfp654	UTR3	ENSMUST00000207826.1
UTR3 (ENSMUST00000207826.1)	chr16	64780722	64780871	150	chr16:64780722-64780871|Locus_15286	group1	protein_coding	Zfp654	UTR3	ENSMUST00000207826.1
CDS (ENSMUST00000207866.1, CDS 1 of 12, 284bp)	chr5	37154445	37154594	150	chr5:37154445-37154594|Locus_11375	group1	protein_coding	Gm1043	CDS	ENSMUST00000207866.1
CDS (ENSMUST00000207866.1, CDS 6 of 12, 2421bp)	chr5	37173443	37174167	725	chr5:37173443-37174167|Locus_11376	group1	protein_coding	Gm1043	CDS	ENSMUST00000207866.1
CDS (ENSMUST00000207866.1, CDS 6 of 12, 2421bp)	chr5	37174343	37174642	300	chr5:37174343-37174642|Locus_11377	group1	protein_coding	Gm1043	CDS	ENSMUST00000207866.1
CDS (ENSMUST00000207866.1, CDS 6 of 12, 2421bp)	chr5	37174868	37175492	625	chr5:37174868-37175492|Locus_11378	group1	protein_coding	Gm1043	CDS	ENSMUST00000207866.1
CDS (ENSMUST00000207873.1, CDS 1 of 3, 1364bp)	chr7	30038584	30039208	625	chr7:30038584-30039208|Locus_9355	group1	protein_coding	Zfp14	CDS	ENSMUST00000207873.1
CDS (ENSMUST00000207873.1, CDS 1 of 3, 1364bp)	chr7	30037859	30038458	600	chr7:30037859-30038458|Locus_9356	group1	protein_coding	Zfp14	CDS	ENSMUST00000207873.1
CDS (ENSMUST00000207889.1, CDS 1 of 31, 185bp)	chr6	120934557	120934706	150	chr6:120934557-120934706|Locus_4938	group1	protein_coding	Mical3	CDS	ENSMUST00000207889.1
UTR3 (ENSMUST00000207889.1)	chr6	120933982	120934081	100	chr6:120933982-120934081|Locus_4939	group1	protein_coding	Mical3	UTR3	ENSMUST00000207889.1
UTR3 (ENSMUST00000207889.1)	chr6	120933782	120933956	175	chr6:120933782-120933956|Locus_4940	group1	protein_coding	Mical3	UTR3	ENSMUST00000207889.1
UTR3 (ENSMUST00000207889.1)	chr6	120932557	120933206	650	chr6:120932557-120933206|Locus_4941	group1	protein_coding	Mical3	UTR3	ENSMUST00000207889.1
UTR3 (ENSMUST00000207889.1)	chr6	120931757	120932106	350	chr6:120931757-120932106|Locus_4942	group1	protein_coding	Mical3	UTR3	ENSMUST00000207889.1
CDS (ENSMUST00000207901.1, CDS 1 of 1, 966bp)	chr7	5018403	5033126	14724	chr7:5018403-5033126|Locus_10560	group1	protein_coding	Zfp524	CDS	ENSMUST00000207901.1
CDS (ENSMUST00000207917.1, CDS 1 of 2, 2007bp)	chr2	167105419	167105593	175	chr2:167105419-167105593|Locus_3497	group1	protein_coding	Kcnb1	CDS	ENSMUST00000207917.1
CDS (ENSMUST00000207917.1, CDS 1 of 2, 2007bp)	chr2	167105144	167105218	75	chr2:167105144-167105218|Locus_3498	group1	protein_coding	Kcnb1	CDS	ENSMUST00000207917.1
CDS (ENSMUST00000207917.1, CDS 1 of 2, 2007bp)	chr2	167104069	167104743	675	chr2:167104069-167104743|Locus_3499	group1	protein_coding	Kcnb1	CDS	ENSMUST00000207917.1
UTR3 (ENSMUST00000207917.1)	chr2	167103394	167103893	500	chr2:167103394-167103893|Locus_3500	group1	protein_coding	Kcnb1	UTR3	ENSMUST00000207917.1
UTR3 (ENSMUST00000207917.1)	chr2	167100869	167101568	700	chr2:167100869-167101568|Locus_3501	group1	protein_coding	Kcnb1	UTR3	ENSMUST00000207917.1
UTR3 (ENSMUST00000207917.1)	chr2	167100394	167100543	150	chr2:167100394-167100543|Locus_3502	group1	protein_coding	Kcnb1	UTR3	ENSMUST00000207917.1
UTR3 (ENSMUST00000207917.1)	chr2	167099694	167099793	100	chr2:167099694-167099793|Locus_3503	group1	protein_coding	Kcnb1	UTR3	ENSMUST00000207917.1
UTR3 (ENSMUST00000207917.1)	chr2	167099619	167099668	50	chr2:167099619-167099668|Locus_3504	group1	protein_coding	Kcnb1	UTR3	ENSMUST00000207917.1
UTR3 (ENSMUST00000207917.1)	chr2	167098994	167099568	575	chr2:167098994-167099568|Locus_3505	group1	protein_coding	Kcnb1	UTR3	ENSMUST00000207917.1
CDS (ENSMUST00000207918.1, CDS 1 of 7, 33bp)	chr7	130266263	132987686	2721424	chr7:130266263-132987686|Locus_2392	group1	protein_coding	Tacc2	CDS	ENSMUST00000207918.1
UTR3 (ENSMUST00000207974.1)	chr7	5060040	5060114	75	chr7:5060040-5060114|Locus_8121	group1	protein_coding	Ccdc106	UTR3	ENSMUST00000207974.1
UTR3 (ENSMUST00000208086.1)	chr11	61245933	61246307	375	chr11:61245933-61246307|Locus_1737	group1	protein_coding	Aldh3a2	UTR3	ENSMUST00000208086.1
CDS (ENSMUST00000208130.1, CDS 13 of 14, 822bp)	chrX	140427976	140428100	125	chrX:140427976-140428100|Locus_9544	group1	protein_coding	Frmpd3	CDS	ENSMUST00000208130.1
CDS (ENSMUST00000208130.1, CDS 13 of 14, 822bp)	chrX	140428126	140428175	50	chrX:140428126-140428175|Locus_9545	group1	protein_coding	Frmpd3	CDS	ENSMUST00000208130.1
CDS (ENSMUST00000208130.1, CDS 14 of 14, 3062bp)	chrX	140431962	140432336	375	chrX:140431962-140432336|Locus_9546	group1	protein_coding	Frmpd3	CDS	ENSMUST00000208130.1
CDS (ENSMUST00000208151.1, CDS 68 of 102, 793bp)	chr2	112833772	112834096	325	chr2:112833772-112834096|Locus_5100	group1	protein_coding	Ryr3	CDS	ENSMUST00000208151.1
CDS (ENSMUST00000208151.1, CDS 15 of 102, 1328bp)	chr2	112653108	112653657	550	chr2:112653108-112653657|Locus_5101	group1	protein_coding	Ryr3	CDS	ENSMUST00000208151.1
