anno	seqnames	start	end	width	peak	groupname	gene_type	gene_name	location	transcriptID
UTR3 (ENST00000453996.2)	chr16	88781746	88781870	125	chr16:88781746-88781870|Locus_244	group1	protein_coding	CTU2	UTR3	ENST00000453996.2
CDS (ENST00000454077.2, CDS 10 of 12, 172bp)	chr17	42274385	42274660	276	chr17:42274385-42274660|Locus_5448	group1	protein_coding	ATXN7L3	CDS	ENST00000454077.2
CDS (ENST00000454097.1, CDS 4 of 4, 860bp)	chr8	144775938	144776112	175	chr8:144775938-144776112|Locus_3247	group1	protein_coding	ZNF707	CDS	ENST00000454097.1
CDS (ENST00000454097.1, CDS 4 of 4, 860bp)	chr8	144776238	144776687	450	chr8:144776238-144776687|Locus_3248	group1	protein_coding	ZNF707	CDS	ENST00000454097.1
UTR3 (ENST00000454097.1)	chr8	144776713	144776812	100	chr8:144776713-144776812|Locus_3249	group1	protein_coding	ZNF707	UTR3	ENST00000454097.1
UTR3 (ENST00000454097.1)	chr8	144777063	144777312	250	chr8:144777063-144777312|Locus_3250	group1	protein_coding	ZNF707	UTR3	ENST00000454097.1
CDS (ENST00000454177.1, CDS 5 of 5, 1219bp)	chr3	43389545	43389819	275	chr3:43389545-43389819|Locus_4809	group1	protein_coding	SNRK	CDS	ENST00000454177.1
CDS (ENST00000454193.1, CDS 9 of 9, 726bp)	chr2	74709455	74709554	100	chr2:74709455-74709554|Locus_970	group1	protein_coding	CCDC142	CDS	ENST00000454193.1
CDS (ENST00000454193.1, CDS 9 of 9, 726bp)	chr2	74709355	74709429	75	chr2:74709355-74709429|Locus_971	group1	protein_coding	CCDC142	CDS	ENST00000454193.1
CDS (ENST00000454193.1, CDS 9 of 9, 726bp)	chr2	74708473	74709004	532	chr2:74708473-74709004|Locus_972	group1	protein_coding	CCDC142	CDS	ENST00000454193.1
CDS (ENST00000454289.3, CDS 6 of 6, 407bp)	chr12	58190251	58190550	300	chr12:58190251-58190550|Locus_284	group1	protein_coding	TSFM	CDS	ENST00000454289.3
CDS (ENST00000454300.1, CDS 23 of 23, 1435bp)	chr2	160087011	160087510	500	chr2:160087011-160087510|Locus_7897	group1	protein_coding	TANC1	CDS	ENST00000454300.1
UTR5 (ENST00000454309.2)	chr3	192126015	192126714	700	chr3:192126015-192126714|Locus_2001	group1	protein_coding	FGF12	UTR5	ENST00000454309.2
CDS (ENST00000454349.2, CDS 5 of 23, 2349bp)	chr22	40661469	40662468	1000	chr22:40661469-40662468|Locus_2251	group1	protein_coding	TNRC6B	CDS	ENST00000454349.2
CDS (ENST00000454366.1, CDS 3 of 11, 625bp)	chr22	46704467	46708063	3597	chr22:46704467-46708063|Locus_4452	group1	protein_coding	GTSE1	CDS	ENST00000454366.1
UTR3 (ENST00000454468.1)	chr2	130909215	130910114	900	chr2:130909215-130910114|Locus_5166	group1	protein_coding	SMPD4	UTR3	ENST00000454468.1
CDS (ENST00000454497.2, CDS 1 of 20, 1221bp)	chr4	146059302	146059676	375	chr4:146059302-146059676|Locus_4746	group1	protein_coding	OTUD4	CDS	ENST00000454497.2
CDS (ENST00000454497.2, CDS 1 of 20, 1221bp)	chr4	146058752	146059201	450	chr4:146058752-146059201|Locus_4747	group1	protein_coding	OTUD4	CDS	ENST00000454497.2
UTR3 (ENST00000454497.2)	chr4	146058277	146058526	250	chr4:146058277-146058526|Locus_4748	group1	protein_coding	OTUD4	UTR3	ENST00000454497.2
UTR3 (ENST00000454545.1)	chr2	216965646	216965695	50	chr2:216965646-216965695|Locus_8347	group1	protein_coding	TMEM169	UTR3	ENST00000454545.1
UTR3 (ENST00000454552.1)	chr22	30824862	30825036	175	chr22:30824862-30825036|Locus_2615	group1	protein_coding	RP4-539M6.19	UTR3	ENST00000454552.1
CDS (ENST00000454607.1, CDS 1 of 5, 111bp)	chr20	34241494	34243218	1725	chr20:34241494-34243218|Locus_301	group1	protein_coding	RP1-309K20.6	CDS	ENST00000454607.1
CDS (ENST00000454671.1, CDS 1 of 3, 327bp)	chr16	2303800	2303874	75	chr16:2303800-2303874|Locus_613	group1	protein_coding	AC009065.1	CDS	ENST00000454671.1
CDS (ENST00000454747.1, CDS 1 of 1, 96bp)	chr9	131446184	131447411	1228	chr9:131446184-131447411|Locus_6067	group1	protein_coding	SET	CDS	ENST00000454747.1
CDS (ENST00000454765.2, CDS 1 of 3, 640bp)	chr5	72419622	72419796	175	chr5:72419622-72419796|Locus_1199	group1	protein_coding	TMEM171	CDS	ENST00000454765.2
UTR3 (ENST00000454838.2)	chr11	868787	869561	775	chr11:868787-869561|Locus_6385	group1	protein_coding	CHID1	UTR3	ENST00000454838.2
Intron (ENST00000454875.1, intron 1 of 2)	chrY	21154476	21154650	175	chrY:21154476-21154650|Locus_58	group1	lincRNA	TTTY14	Intron	ENST00000454875.1
Intron (ENST00000454875.1, intron 1 of 2)	chrY	21153901	21154175	275	chrY:21153901-21154175|Locus_59	group1	lincRNA	TTTY14	Intron	ENST00000454875.1
CDS (ENST00000455127.2, CDS 3 of 4, 119bp)	chr17	79782191	79782265	75	chr17:79782191-79782265|Locus_3623	group1	protein_coding	FAM195B	CDS	ENST00000455127.2
CDS (ENST00000455220.2, CDS 9 of 9, 73bp)	chr11	82997204	82997303	100	chr11:82997204-82997303|Locus_5915	group1	protein_coding	CCDC90B	CDS	ENST00000455220.2
UTR3 (ENST00000455372.2)	chr19	2736730	2736829	100	chr19:2736730-2736829|Locus_3411	group1	protein_coding	SLC39A3	UTR3	ENST00000455372.2
UTR3 (ENST00000455480.2)	chr12	112194741	112194790	50	chr12:112194741-112194790|Locus_7273	group1	protein_coding	ACAD10	UTR3	ENST00000455480.2
CDS (ENST00000455511.3, CDS 1 of 11, 190bp)	chr12	110811555	110811979	425	chr12:110811555-110811979|Locus_4423	group1	protein_coding	ANAPC7	CDS	ENST00000455511.3
CDS (ENST00000455566.1, CDS 7 of 7, 280bp)	chr10	133769344	133769793	450	chr10:133769344-133769793|Locus_5288	group1	protein_coding	PPP2R2D	CDS	ENST00000455566.1
CDS (ENST00000455636.1, CDS 4 of 4, 160bp)	chr17	1634459	1635699	1241	chr17:1634459-1635699|Locus_1078	group1	protein_coding	WDR81	CDS	ENST00000455636.1
CDS (ENST00000455697.1, CDS 2 of 7, 864bp)	chr12	42853565	42858393	4829	chr12:42853565-42858393|Locus_1295	group1	protein_coding	PRICKLE1	CDS	ENST00000455697.1
UTR3 (ENST00000455833.2)	chr1	19234749	19234898	150	chr1:19234749-19234898|Locus_1131	group1	protein_coding	IFFO2	UTR3	ENST00000455833.2
CDS (ENST00000455891.1, CDS 1 of 9, 133bp)	chr6	37403403	37403477	75	chr6:37403403-37403477|Locus_2203	group1	protein_coding	CMTR1	CDS	ENST00000455891.1
CDS (ENST00000455895.2, CDS 3 of 11, 480bp)	chr1	32834005	32842056	8052	chr1:32834005-32842056|Locus_4954	group1	protein_coding	BSDC1	CDS	ENST00000455895.2
CDS (ENST00000455895.2, CDS 1 of 11, 33bp)	chr1	32832130	32832229	100	chr1:32832130-32832229|Locus_4955	group1	protein_coding	BSDC1	CDS	ENST00000455895.2
UTR3 (ENST00000455895.2)	chr1	32832005	32832104	100	chr1:32832005-32832104|Locus_4956	group1	protein_coding	BSDC1	UTR3	ENST00000455895.2
CDS (ENST00000456159.1, CDS 2 of 2, 529bp)	chr7	116339377	116339751	375	chr7:116339377-116339751|Locus_3964	group1	protein_coding	MET	CDS	ENST00000456159.1
UTR5 (ENST00000456324.1)	chr19	36726570	36727094	525	chr19:36726570-36727094|Locus_6806	group1	protein_coding	ZNF146	UTR5	ENST00000456324.1
UTR3 (ENST00000456324.1)	chr19	36728570	36728619	50	chr19:36728570-36728619|Locus_6807	group1	protein_coding	ZNF146	UTR3	ENST00000456324.1
UTR3 (ENST00000456324.1)	chr19	36728645	36729019	375	chr19:36728645-36729019|Locus_6808	group1	protein_coding	ZNF146	UTR3	ENST00000456324.1
CDS (ENST00000456329.3, CDS 3 of 4, 965bp)	chr5	159520543	159520817	275	chr5:159520543-159520817|Locus_898	group1	protein_coding	PWWP2A	CDS	ENST00000456329.3
CDS (ENST00000456707.1, CDS 4 of 4, 228bp)	chr1	201845257	201845756	500	chr1:201845257-201845756|Locus_5214	group1	protein_coding	IPO9	CDS	ENST00000456707.1
UTR3 (ENST00000456758.2)	chr7	913132	913206	75	chr7:913132-913206|Locus_2485	group1	protein_coding	SUN1	UTR3	ENST00000456758.2
CDS (ENST00000456845.2, CDS 1 of 3, 214bp)	chr8	38848677	38848951	275	chr8:38848677-38848951|Locus_7517	group1	protein_coding	TM2D2	CDS	ENST00000456845.2
CDS (ENST00000456972.2, CDS 10 of 10, 224bp)	chr9	35752848	35753047	200	chr9:35752848-35753047|Locus_8730	group1	protein_coding	RGP1	CDS	ENST00000456972.2
CDS (ENST00000457016.1, CDS 15 of 15, 6574bp)	chr5	112179460	112179609	150	chr5:112179460-112179609|Locus_3518	group1	protein_coding	APC	CDS	ENST00000457016.1
UTR3 (ENST00000457259.1)	chr20	33891569	33891618	50	chr20:33891569-33891618|Locus_5048	group1	protein_coding	UQCC1	UTR3	ENST00000457259.1
CDS (ENST00000457313.1, CDS 1 of 18, 992bp)	chr2	219603755	219604798	1044	chr2:219603755-219604798|Locus_8568	group1	protein_coding	TTLL4	CDS	ENST00000457313.1
CDS (ENST00000457389.2, CDS 5 of 5, 962bp)	chr6	28121136	28121710	575	chr6:28121136-28121710|Locus_6824	group1	protein_coding	ZKSCAN8	CDS	ENST00000457389.2
CDS (ENST00000457573.1, CDS 4 of 4, 293bp)	chr3	51737888	51738337	450	chr3:51737888-51738337|Locus_4410	group1	protein_coding	TEX264	CDS	ENST00000457573.1
CDS (ENST00000457587.1, CDS 1 of 5, 70bp)	chr7	102988196	102995343	7148	chr7:102988196-102995343|Locus_5463	group1	protein_coding	PSMC2	CDS	ENST00000457587.1
UTR3 (ENST00000457710.3)	chr17	26726336	26726410	75	chr17:26726336-26726410|Locus_848	group1	protein_coding	SARM1	UTR3	ENST00000457710.3
UTR3 (ENST00000457710.3)	chr17	26725686	26725935	250	chr17:26725686-26725935|Locus_849	group1	protein_coding	SARM1	UTR3	ENST00000457710.3
CDS (ENST00000457714.1, CDS 1 of 5, 493bp)	chr3	173322618	173322667	50	chr3:173322618-173322667|Locus_2058	group1	protein_coding	NLGN1	CDS	ENST00000457714.1
CDS (ENST00000457854.1, CDS 11 of 11, 44bp)	chr19	13010381	13010555	175	chr19:13010381-13010555|Locus_2989	group1	protein_coding	GCDH	CDS	ENST00000457854.1
CDS (ENST00000457913.1, CDS 2 of 12, 5627bp)	chr9	109691880	109692004	125	chr9:109691880-109692004|Locus_5821	group1	protein_coding	ZNF462	CDS	ENST00000457913.1
CDS (ENST00000457913.1, CDS 12 of 12, 208bp)	chr9	109773225	109773474	250	chr9:109773225-109773474|Locus_5822	group1	protein_coding	ZNF462	CDS	ENST00000457913.1
UTR3 (ENST00000458008.4)	chr16	5134501	5134550	50	chr16:5134501-5134550|Locus_1725	group1	protein_coding	FAM86A	UTR3	ENST00000458008.4
UTR5 (ENST00000458280.1)	chr20	57226409	57226583	175	chr20:57226409-57226583|Locus_7958	group1	protein_coding	STX16	UTR5	ENST00000458280.1
CDS (ENST00000458385.2, CDS 4 of 4, 1054bp)	chr4	186111929	186112028	100	chr4:186111929-186112028|Locus_5656	group1	protein_coding	KIAA1430	CDS	ENST00000458385.2
UTR5 (ENST00000458477.2)	chr12	120664268	120687705	23438	chr12:120664268-120687705|Locus_5805	group1	protein_coding	PXN	UTR5	ENST00000458477.2
UTR3 (ENST00000458477.2)	chr12	120649642	120650116	475	chr12:120649642-120650116|Locus_5807	group1	protein_coding	PXN	UTR3	ENST00000458477.2
CDS (ENST00000458497.1, CDS 9 of 14, 2134bp)	chr4	113352382	113352481	100	chr4:113352382-113352481|Locus_7223	group1	protein_coding	ALPK1	CDS	ENST00000458497.1
CDS (ENST00000458497.1, CDS 9 of 14, 2134bp)	chr4	113353432	113353481	50	chr4:113353432-113353481|Locus_7224	group1	protein_coding	ALPK1	CDS	ENST00000458497.1
CDS (ENST00000458501.2, CDS 18 of 18, 182bp)	chr8	43054707	43055006	300	chr8:43054707-43055006|Locus_1222	group1	protein_coding	HGSNAT	CDS	ENST00000458501.2
CDS (ENST00000458517.1, CDS 3 of 9, 760bp)	chr1	171753030	171753379	350	chr1:171753030-171753379|Locus_4479	group1	protein_coding	METTL13	CDS	ENST00000458517.1
CDS (ENST00000458517.1, CDS 3 of 9, 760bp)	chr1	171753555	171755083	1529	chr1:171753555-171755083|Locus_4480	group1	protein_coding	METTL13	CDS	ENST00000458517.1
CDS (ENST00000458517.1, CDS 9 of 9, 275bp)	chr1	171765650	171766124	475	chr1:171765650-171766124|Locus_4481	group1	protein_coding	METTL13	CDS	ENST00000458517.1
CDS (ENST00000458520.1, CDS 5 of 5, 108bp)	chr2	220046809	220047483	675	chr2:220046809-220047483|Locus_6922	group1	protein_coding	FAM134A	CDS	ENST00000458520.1
CDS (ENST00000458659.2, CDS 3 of 3, 2912bp)	chr13	45149197	45149896	700	chr13:45149197-45149896|Locus_8031	group1	protein_coding	TSC22D1	CDS	ENST00000458659.2
CDS (ENST00000458659.2, CDS 3 of 3, 2912bp)	chr13	45148097	45148946	850	chr13:45148097-45148946|Locus_8032	group1	protein_coding	TSC22D1	CDS	ENST00000458659.2
CDS (ENST00000458659.2, CDS 3 of 3, 2912bp)	chr13	45048386	45147871	99486	chr13:45048386-45147871|Locus_8033	group1	protein_coding	TSC22D1	CDS	ENST00000458659.2
CDS (ENST00000458659.2, CDS 2 of 3, 52bp)	chr13	45008954	45010213	1260	chr13:45008954-45010213|Locus_8034	group1	protein_coding	TSC22D1	CDS	ENST00000458659.2
CDS (ENST00000458659.2, CDS 1 of 3, 258bp)	chr13	45008429	45008878	450	chr13:45008429-45008878|Locus_8035	group1	protein_coding	TSC22D1	CDS	ENST00000458659.2
UTR3 (ENST00000458711.2)	chr13	111291289	111291938	650	chr13:111291289-111291938|Locus_5246	group1	protein_coding	CARKD	UTR3	ENST00000458711.2
UTR3 (ENST00000460843.1)	chr9	140729921	140730045	125	chr9:140729921-140730045|Locus_7087	group1	protein_coding	EHMT1	UTR3	ENST00000460843.1
CDS (ENST00000461096.2, CDS 4 of 4, 27bp)	chr1	109608839	109618547	9709	chr1:109608839-109618547|Locus_6530	group1	protein_coding	TAF13	CDS	ENST00000461096.2
CDS (ENST00000461183.1, CDS 5 of 5, 89bp)	chr3	52327075	52327124	50	chr3:52327075-52327124|Locus_1184	group1	protein_coding	GLYCTK	CDS	ENST00000461183.1
CDS (ENST00000461263.2, CDS 1 of 2, 66bp)	chr7	75677443	75684170	6728	chr7:75677443-75684170|Locus_3946	group1	protein_coding	MDH2	CDS	ENST00000461263.2
CDS (ENST00000461304.1, CDS 1 of 8, 256bp)	chr20	419274	419423	150	chr20:419274-419423|Locus_1145	group1	protein_coding	TBC1D20	CDS	ENST00000461304.1
UTR3 (ENST00000461304.1)	chr20	416124	416298	175	chr20:416124-416298|Locus_1147	group1	protein_coding	TBC1D20	UTR3	ENST00000461304.1
CDS (ENST00000461373.1, CDS 1 of 3, 95bp)	chr7	150725585	150725659	75	chr7:150725585-150725659|Locus_754	group1	protein_coding	ABCB8	CDS	ENST00000461373.1
CDS (ENST00000461497.1, CDS 1 of 10, 156bp)	chr3	145788328	145788602	275	chr3:145788328-145788602|Locus_4605	group1	protein_coding	PLOD2	CDS	ENST00000461497.1
CDS (ENST00000461783.3, CDS 1 of 24, 1194bp)	chr6	155450781	155451130	350	chr6:155450781-155451130|Locus_2019	group1	protein_coding	TIAM2	CDS	ENST00000461783.3
CDS (ENST00000461783.3, CDS 1 of 24, 1194bp)	chr6	155451256	155451305	50	chr6:155451256-155451305|Locus_2020	group1	protein_coding	TIAM2	CDS	ENST00000461783.3
CDS (ENST00000461783.3, CDS 1 of 24, 1194bp)	chr6	155451431	155458364	6934	chr6:155451431-155458364|Locus_2021	group1	protein_coding	TIAM2	CDS	ENST00000461783.3
CDS (ENST00000461783.3, CDS 24 of 24, 638bp)	chr6	155577787	155578186	400	chr6:155577787-155578186|Locus_2022	group1	protein_coding	TIAM2	CDS	ENST00000461783.3
CDS (ENST00000461919.1, CDS 1 of 6, 30bp)	chr10	74093938	74094387	450	chr10:74093938-74094387|Locus_4770	group1	protein_coding	DNAJB12	CDS	ENST00000461919.1
CDS (ENST00000461997.2, CDS 2 of 2, 549bp)	chr12	2997453	2997727	275	chr12:2997453-2997727|Locus_6673	group1	protein_coding	RHNO1	CDS	ENST00000461997.2
UTR3 (ENST00000461997.2)	chr12	2998303	2998552	250	chr12:2998303-2998552|Locus_6674	group1	protein_coding	RHNO1	UTR3	ENST00000461997.2
UTR3 (ENST00000462160.1)	chr10	134021221	134021420	200	chr10:134021221-134021420|Locus_3154	group1	protein_coding	STK32C	UTR3	ENST00000462160.1
UTR3 (ENST00000462284.1)	chr12	69235767	69235941	175	chr12:69235767-69235941|Locus_3947	group1	protein_coding	MDM2	UTR3	ENST00000462284.1
CDS (ENST00000462484.1, CDS 3 of 16, 557bp)	chr9	140611131	140622921	11791	chr9:140611131-140622921|Locus_7086	group1	protein_coding	EHMT1	CDS	ENST00000462484.1
Intron (ENST00000462959.1, intron 5 of 7)	chr2	61370702	61370851	150	chr2:61370702-61370851|Locus_3578	group1	protein_coding	KIAA1841	Intron	ENST00000462959.1
Intron (ENST00000463143.1, intron 1 of 2)	chr3	106967609	106967683	75	chr3:106967609-106967683|Locus_3602	group1	lincRNA	LINC00883	Intron	ENST00000463143.1
CDS (ENST00000463381.1, CDS 12 of 12, 207bp)	chr7	150841029	150841503	475	chr7:150841029-150841503|Locus_982	group1	protein_coding	AGAP3	CDS	ENST00000463381.1
UTR3 (ENST00000464451.1)	chr3	127788651	127788850	200	chr3:127788651-127788850|Locus_3384	group1	protein_coding	SEC61A1	UTR3	ENST00000464451.1
CDS (ENST00000464506.1, CDS 1 of 1, 606bp)	chrX	13727033	13727357	325	chrX:13727033-13727357|Locus_8409	group1	protein_coding	RAB9A	CDS	ENST00000464506.1
CDS (ENST00000464792.1, CDS 1 of 1, 169bp)	chr20	18123380	18123604	225	chr20:18123380-18123604|Locus_94	group1	protein_coding	CSRP2BP	CDS	ENST00000464792.1
UTR3 (ENST00000465076.1)	chr10	75531776	75531925	150	chr10:75531776-75531925|Locus_8551	group1	protein_coding	SEC24C	UTR3	ENST00000465076.1
CDS (ENST00000465139.2, CDS 7 of 7, 54bp)	chr15	69113046	69113120	75	chr15:69113046-69113120|Locus_7331	group1	protein_coding	ANP32A	CDS	ENST00000465139.2
UTR3 (ENST00000465160.2)	chr9	140287040	140287414	375	chr9:140287040-140287414|Locus_4864	group1	protein_coding	EXD3	UTR3	ENST00000465160.2
CDS (ENST00000465313.2, CDS 1 of 3, 55bp)	chr11	770323	770397	75	chr11:770323-770397|Locus_3613	group1	protein_coding	PDDC1	CDS	ENST00000465313.2
CDS (ENST00000465950.1, CDS 5 of 5, 2614bp)	chr12	46318733	46320049	1317	chr12:46318733-46320049|Locus_8257	group1	protein_coding	SCAF11	CDS	ENST00000465950.1
UTR3 (ENST00000465950.1)	chr12	46315689	46315763	75	chr12:46315689-46315763|Locus_8258	group1	protein_coding	SCAF11	UTR3	ENST00000465950.1
CDS (ENST00000466936.1, CDS 1 of 5, 97bp)	chr8	38854580	38865479	10900	chr8:38854580-38865479|Locus_7997	group1	protein_coding	ADAM9	CDS	ENST00000466936.1
UTR3 (ENST00000468090.1)	chr21	45181405	45182179	775	chr21:45181405-45182179|Locus_7920	group1	protein_coding	PDXK	UTR3	ENST00000468090.1
UTR3 (ENST00000468317.2)	chr10	135233678	135234027	350	chr10:135233678-135234027|Locus_8303	group1	protein_coding	RP11-108K14.8	UTR3	ENST00000468317.2
CDS (ENST00000468418.3, CDS 1 of 2, 541bp)	chr2	177034217	177034291	75	chr2:177034217-177034291|Locus_3511	group1	protein_coding	HOXD3	CDS	ENST00000468418.3
CDS (ENST00000468418.3, CDS 2 of 2, 758bp)	chr2	177036928	177037027	100	chr2:177036928-177037027|Locus_3512	group1	protein_coding	HOXD3	CDS	ENST00000468418.3
UTR5 (ENST00000468418.3)	chr2	177017679	177017903	225	chr2:177017679-177017903|Locus_3513	group1	protein_coding	HOXD3	UTR5	ENST00000468418.3
CDS (ENST00000468539.1, CDS 3 of 4, 166bp)	chr17	1636050	1636919	870	chr17:1636050-1636919|Locus_1079	group1	protein_coding	WDR81	CDS	ENST00000468539.1
CDS (ENST00000468660.1, CDS 6 of 6, 182bp)	chrX	56310894	56310968	75	chrX:56310894-56310968|Locus_811	group1	protein_coding	KLF8	CDS	ENST00000468660.1
CDS (ENST00000469144.1, CDS 1 of 1, 399bp)	chr19	1279041	1279240	200	chr19:1279041-1279240|Locus_4902	group1	protein_coding	C19orf24	CDS	ENST00000469144.1
CDS (ENST00000470110.1, CDS 1 of 3, 884bp)	chr16	30594319	30594618	300	chr16:30594319-30594618|Locus_1352	group1	protein_coding	ZNF785	CDS	ENST00000470110.1
CDS (ENST00000470487.1, CDS 16 of 16, 187bp)	chr3	167812977	167813051	75	chr3:167812977-167813051|Locus_3103	group1	protein_coding	GOLIM4	CDS	ENST00000470487.1
CDS (ENST00000470610.2, CDS 1 of 5, 385bp)	chr3	96533700	96533774	75	chr3:96533700-96533774|Locus_3227	group1	protein_coding	EPHA6	CDS	ENST00000470610.2
CDS (ENST00000471141.1, CDS 2 of 2, 150bp)	chrX	68382481	68382830	350	chrX:68382481-68382830|Locus_6072	group1	protein_coding	PJA1	CDS	ENST00000471141.1
CDS (ENST00000471231.2, CDS 1 of 5, 425bp)	chr16	30941453	30953558	12106	chr16:30941453-30953558|Locus_4722	group1	protein_coding	FBXL19	CDS	ENST00000471231.2
CDS (ENST00000471231.2, CDS 5 of 5, 179bp)	chr16	30958425	30958899	475	chr16:30958425-30958899|Locus_4723	group1	protein_coding	FBXL19	CDS	ENST00000471231.2
UTR3 (ENST00000471231.2)	chr16	30959250	30959974	725	chr16:30959250-30959974|Locus_4724	group1	protein_coding	FBXL19	UTR3	ENST00000471231.2
Promoter (ENST00000471258.1)	chr7	128292815	128292914	100	chr7:128292815-128292914|Locus_3862	group1	pseudogene	RP11-274B21.4	Promoter	ENST00000471258.1
CDS (ENST00000471389.1, CDS 3 of 9, 628bp)	chr16	53860331	53878143	17813	chr16:53860331-53878143|Locus_6902	group1	protein_coding	FTO	CDS	ENST00000471389.1
UTR3 (ENST00000471642.2)	chr1	155708084	155708308	225	chr1:155708084-155708308|Locus_6850	group1	protein_coding	DAP3	UTR3	ENST00000471642.2
CDS (ENST00000472940.1, CDS 1 of 5, 141bp)	chr17	57970607	57971201	595	chr17:57970607-57971201|Locus_5950	group1	protein_coding	RPS6KB1	CDS	ENST00000472940.1
UTR3 (ENST00000472940.1)	chr17	58024560	58024684	125	chr17:58024560-58024684|Locus_5952	group1	protein_coding	RPS6KB1	UTR3	ENST00000472940.1
UTR3 (ENST00000473312.1)	chr7	150819924	150820198	275	chr7:150819924-150820198|Locus_980	group1	protein_coding	AGAP3	UTR3	ENST00000473312.1
UTR3 (ENST00000473312.1)	chr7	150820299	150820448	150	chr7:150820299-150820448|Locus_981	group1	protein_coding	AGAP3	UTR3	ENST00000473312.1
CDS (ENST00000474597.1, CDS 10 of 10, 79bp)	chr6	7303868	7313358	9491	chr6:7303868-7313358|Locus_6471	group1	protein_coding	SSR1	CDS	ENST00000474597.1
CDS (ENST00000474629.2, CDS 6 of 17, 2246bp)	chr3	122419626	122419675	50	chr3:122419626-122419675|Locus_4727	group1	protein_coding	PARP14	CDS	ENST00000474629.2
CDS (ENST00000474629.2, CDS 6 of 17, 2246bp)	chr3	122419876	122420125	250	chr3:122419876-122420125|Locus_4728	group1	protein_coding	PARP14	CDS	ENST00000474629.2
CDS (ENST00000474629.2, CDS 14 of 17, 600bp)	chr3	122437423	122437622	200	chr3:122437423-122437622|Locus_4729	group1	protein_coding	PARP14	CDS	ENST00000474629.2
CDS (ENST00000474714.1, CDS 1 of 2, 248bp)	chr20	2815961	2816260	300	chr20:2815961-2816260|Locus_6201	group1	protein_coding	PCED1A	CDS	ENST00000474714.1
CDS (ENST00000474884.1, CDS 4 of 4, 469bp)	chr1	29069198	29069472	275	chr1:29069198-29069472|Locus_4428	group1	protein_coding	YTHDF2	CDS	ENST00000474884.1
CDS (ENST00000474953.1, CDS 6 of 7, 1209bp)	chr1	235345199	235345473	275	chr1:235345199-235345473|Locus_2150	group1	protein_coding	ARID4B	CDS	ENST00000474953.1
CDS (ENST00000475153.1, CDS 2 of 6, 396bp)	chr7	148851196	148851420	225	chr7:148851196-148851420|Locus_5613	group1	protein_coding	ZNF398	CDS	ENST00000475153.1
CDS (ENST00000475381.1, CDS 1 of 5, 618bp)	chr3	172350785	172351709	925	chr3:172350785-172351709|Locus_5623	group1	protein_coding	NCEH1	CDS	ENST00000475381.1
CDS (ENST00000475390.1, CDS 1 of 1, 2934bp)	chr3	164905683	164905907	225	chr3:164905683-164905907|Locus_2053	group1	protein_coding	SLITRK3	CDS	ENST00000475390.1
CDS (ENST00000475622.1, CDS 1 of 14, 185bp)	chr5	1463492	1463791	300	chr5:1463492-1463791|Locus_7121	group1	protein_coding	LPCAT1	CDS	ENST00000475622.1
UTR3 (ENST00000475622.1)	chr5	1461942	1462141	200	chr5:1461942-1462141|Locus_7122	group1	protein_coding	LPCAT1	UTR3	ENST00000475622.1
CDS (ENST00000476188.1, CDS 1 of 1, 369bp)	chr3	170078207	170078381	175	chr3:170078207-170078381|Locus_6284	group1	protein_coding	SKIL	CDS	ENST00000476188.1
CDS (ENST00000476258.1, CDS 4 of 4, 61bp)	chr17	73144655	73150579	5925	chr17:73144655-73150579|Locus_4327	group1	protein_coding	HN1	CDS	ENST00000476258.1
CDS (ENST00000476260.1, CDS 1 of 2, 95bp)	chr1	44435753	44435952	200	chr1:44435753-44435952|Locus_1656	group1	protein_coding	DPH2	CDS	ENST00000476260.1
UTR3 (ENST00000476605.3)	chr10	74127734	74127833	100	chr10:74127734-74127833|Locus_393	group1	protein_coding	MICU1	UTR3	ENST00000476605.3
CDS (ENST00000476620.1, CDS 2 of 2, 197bp)	chr7	37989887	37990336	450	chr7:37989887-37990336|Locus_4753	group1	protein_coding	EPDR1	CDS	ENST00000476620.1
CDS (ENST00000476809.1, CDS 4 of 10, 696bp)	chr3	159482320	159482819	500	chr3:159482320-159482819|Locus_127	group1	protein_coding	IQCJ-SCHIP1	CDS	ENST00000476809.1
CDS (ENST00000476809.1, CDS 5 of 10, 119bp)	chr3	159557967	159584039	26073	chr3:159557967-159584039|Locus_128	group1	protein_coding	IQCJ-SCHIP1	CDS	ENST00000476809.1
CDS (ENST00000476832.1, CDS 1 of 2, 903bp)	chr9	101980432	101980931	500	chr9:101980432-101980931|Locus_7866	group1	protein_coding	ALG2	CDS	ENST00000476832.1
CDS (ENST00000476832.1, CDS 1 of 2, 903bp)	chr9	101980357	101980406	50	chr9:101980357-101980406|Locus_7867	group1	protein_coding	ALG2	CDS	ENST00000476832.1
CDS (ENST00000477258.1, CDS 2 of 2, 318bp)	chr3	99567354	99567478	125	chr3:99567354-99567478|Locus_794	group1	protein_coding	FILIP1L	CDS	ENST00000477258.1
UTR3 (ENST00000477593.1)	chr3	138373890	138374214	325	chr3:138373890-138374214|Locus_4560	group1	protein_coding	PIK3CB	UTR3	ENST00000477593.1
CDS (ENST00000477717.1, CDS 5 of 5, 232bp)	chr1	77528856	77528930	75	chr1:77528856-77528930|Locus_7403	group1	protein_coding	ST6GALNAC5	CDS	ENST00000477717.1
